split,path,label_idx,label,kmeans_cluster,gmm_cluster,main_cluster,dim1,dim2,pca_denoised_cluster,final_cluster,pca_umap_dim1,pca_umap_dim2
train,/content/bostongene_project/image_classification_project/data/processed/train/Naturalism/archibald-thorburn_european-polecat-defending-a-rabbit-carcass-from-a-least-weasel-1920.jpg,4,Naturalism,2,2,2,0.86299115,0.58191353,7,7,1.6599473,-0.69133097
train,/content/bostongene_project/image_classification_project/data/processed/train/Naturalism/archibald-thorburn_great-northern-diver.jpg,4,Naturalism,7,2,7,-0.66048545,2.2856667,4,4,-0.5379975,0.29451928
train,/content/bostongene_project/image_classification_project/data/processed/train/Naturalism/archibald-thorburn_peacock-and-peacock-butterfly.jpg,4,Naturalism,2,7,2,1.0088121,0.19003636,7,7,3.7638724,-0.50902885
train,/content/bostongene_project/image_classification_project/data/processed/train/Naturalism/archibald-thorburn_pintail-teal-and-wigeon-on-the-seashore-1906.jpg,4,Naturalism,7,2,7,0.8989131,2.8270082,6,6,-0.46767506,0.29110122
train,/content/bostongene_project/image_classification_project/data/processed/train/Naturalism/archibald-thorburn_ptarmigan-calling-in-the-snow-1926.jpg,4,Naturalism,7,2,7,0.34748244,2.0689144,4,4,-0.34975508,-1.0154915
train,/content/bostongene_project/image_classification_project/data/processed/train/Naturalism/archibald-thorburn_red-grouse-on-the-moor-1917.jpg,4,Naturalism,4,6,4,2.0435321,1.4923351,6,6,2.1562462,2.1399095
train,/content/bostongene_project/image_classification_project/data/processed/train/Naturalism/archibald-thorburn_richardson-s-skua-great-skua-pomarine-skua.jpg,4,Naturalism,1,5,1,-1.0845436,3.2012167,4,4,-1.0502093,2.628748
train,/content/bostongene_project/image_classification_project/data/processed/train/Naturalism/archibald-thorburn_sperm-whale-and-bottlenose-whale-1935.jpg,4,Naturalism,7,2,7,-0.110589005,1.9751362,4,4,-0.73752856,0.7640566
train,/content/bostongene_project/image_classification_project/data/processed/train/Naturalism/archibald-thorburn_study-of-sandpipers-cream-coloured-coursers-and-other-birds.jpg,4,Naturalism,7,2,7,-0.49129832,1.1345645,4,4,0.086025365,0.13565424
train,/content/bostongene_project/image_classification_project/data/processed/train/Naturalism/archibald-thorburn_the-covey-at-daybreak.jpg,4,Naturalism,7,2,7,0.742663,2.0773933,0,0,0.20113313,-0.19386685
train,/content/bostongene_project/image_classification_project/data/processed/train/Naturalism/archibald-thorburn_wildcat.jpg,4,Naturalism,1,5,1,-0.44502887,2.971095,7,7,-1.8315597,2.9044056
train,/content/bostongene_project/image_classification_project/data/processed/train/Naturalism/archibald-thorburn_woodcock-nesting-on-a-beach-1910.jpg,4,Naturalism,2,7,2,0.504514,0.66268885,7,7,0.33877265,1.1674024
train,/content/bostongene_project/image_classification_project/data/processed/train/Naturalism/charles-tunnicliffe_barnacle-geese.jpg,4,Naturalism,7,2,7,-0.23537567,2.3998017,7,7,-1.07482,1.1604071
train,/content/bostongene_project/image_classification_project/data/processed/train/Naturalism/charles-tunnicliffe_berwick-swans.jpg,4,Naturalism,7,3,7,0.41804436,1.8323718,7,7,-0.30199927,-1.0260577
train,/content/bostongene_project/image_classification_project/data/processed/train/Naturalism/charles-tunnicliffe_black-grouse.jpg,4,Naturalism,3,4,3,4.6595435,0.6617933,2,2,7.659046,2.613202
train,/content/bostongene_project/image_classification_project/data/processed/train/Naturalism/charles-tunnicliffe_black-headed-gulls.jpg,4,Naturalism,3,4,3,4.9049234,1.1279498,2,2,7.6374907,2.7135952
train,/content/bostongene_project/image_classification_project/data/processed/train/Naturalism/charles-tunnicliffe_black-swan-family.jpg,4,Naturalism,5,4,5,4.6727448,1.4880016,7,7,5.148319,0.74980426
train,/content/bostongene_project/image_classification_project/data/processed/train/Naturalism/charles-tunnicliffe_black-tailed-goodwits.jpg,4,Naturalism,3,4,3,4.5859504,-1.7823706,5,5,7.138633,-0.48843893
train,/content/bostongene_project/image_classification_project/data/processed/train/Naturalism/charles-tunnicliffe_blue-eared-pheasants.jpg,4,Naturalism,3,4,3,4.5615764,-1.7629383,5,5,6.938108,-0.28790373
train,/content/bostongene_project/image_classification_project/data/processed/train/Naturalism/charles-tunnicliffe_buzzard-in-the-rain.jpg,4,Naturalism,3,4,3,4.5781507,-1.7616762,5,5,7.1103725,-0.4139015
train,/content/bostongene_project/image_classification_project/data/processed/train/Naturalism/charles-tunnicliffe_canadas-and-coots.jpg,4,Naturalism,3,4,3,4.7549715,1.3818262,2,2,7.5126553,2.8422697
train,/content/bostongene_project/image_classification_project/data/processed/train/Naturalism/charles-tunnicliffe_carmine-bee-eaters.jpg,4,Naturalism,3,4,3,4.563016,-1.7627591,5,5,7.192167,-0.56924486
train,/content/bostongene_project/image_classification_project/data/processed/train/Naturalism/charles-tunnicliffe_cockerel-in-the-wind.jpg,4,Naturalism,3,4,3,4.522649,1.3377067,2,2,4.013141,0.38328525
train,/content/bostongene_project/image_classification_project/data/processed/train/Naturalism/charles-tunnicliffe_coming-in-to-land.jpg,4,Naturalism,3,4,3,4.889245,1.1801894,2,2,7.582181,2.810435
train,/content/bostongene_project/image_classification_project/data/processed/train/Naturalism/charles-tunnicliffe_company-of-whitefronts.jpg,4,Naturalism,3,4,3,4.766758,1.263548,2,2,7.217097,2.838782
train,/content/bostongene_project/image_classification_project/data/processed/train/Naturalism/charles-tunnicliffe_curlews-alighting.jpg,4,Naturalism,3,4,3,4.47054,0.5631509,2,2,7.598868,2.670008
train,/content/bostongene_project/image_classification_project/data/processed/train/Naturalism/charles-tunnicliffe_curlews-and-turnstones.jpg,4,Naturalism,3,4,3,4.7897873,1.3607559,2,2,7.1467795,2.8648212
train,/content/bostongene_project/image_classification_project/data/processed/train/Naturalism/charles-tunnicliffe_fancy-pigeons.jpg,4,Naturalism,3,4,3,4.8456364,1.2151046,2,2,7.2761083,2.9445207
train,/content/bostongene_project/image_classification_project/data/processed/train/Naturalism/charles-tunnicliffe_french-partridges.jpg,4,Naturalism,7,4,7,4.4444785,1.523336,7,7,6.7788205,2.6962235
train,/content/bostongene_project/image_classification_project/data/processed/train/Naturalism/charles-tunnicliffe_goldeneye-in-a-snow-storm.jpg,4,Naturalism,3,4,3,4.774094,1.4081047,2,2,7.1727805,2.9314227
train,/content/bostongene_project/image_classification_project/data/processed/train/Naturalism/charles-tunnicliffe_green-gold-and-dun.jpg,4,Naturalism,3,4,3,4.716234,0.72706574,2,2,7.6847315,2.7376823
train,/content/bostongene_project/image_classification_project/data/processed/train/Naturalism/charles-tunnicliffe_grey-herons.jpg,4,Naturalism,3,4,3,4.5022726,-1.6879747,5,5,7.166309,-0.47691897
train,/content/bostongene_project/image_classification_project/data/processed/train/Naturalism/charles-tunnicliffe_grey-partridges.jpg,4,Naturalism,3,4,3,4.729804,1.5099586,2,2,7.0672736,2.8420143
train,/content/bostongene_project/image_classification_project/data/processed/train/Naturalism/charles-tunnicliffe_gull-gallery.jpg,4,Naturalism,3,4,3,4.8311625,1.0345169,2,2,7.642686,2.7717412
train,/content/bostongene_project/image_classification_project/data/processed/train/Naturalism/charles-tunnicliffe_lady-amherst-s-pheasants.jpg,4,Naturalism,3,4,3,4.5503163,-1.7470535,5,5,7.1397486,-0.48568478
train,/content/bostongene_project/image_classification_project/data/processed/train/Naturalism/charles-tunnicliffe_lanner.jpg,4,Naturalism,3,4,3,4.5559845,-1.7553502,5,5,7.0995803,-0.39307114
train,/content/bostongene_project/image_classification_project/data/processed/train/Naturalism/charles-tunnicliffe_leghorn-cockerel.jpg,4,Naturalism,3,3,3,4.145343,1.3918357,7,7,6.998337,2.7950902
train,/content/bostongene_project/image_classification_project/data/processed/train/Naturalism/charles-tunnicliffe_peacock-consorts.jpg,4,Naturalism,3,4,3,4.6821384,0.70099133,2,2,7.7143006,2.5117602
train,/content/bostongene_project/image_classification_project/data/processed/train/Naturalism/charles-tunnicliffe_pintails-at-rest.jpg,4,Naturalism,3,4,3,4.851079,1.3803277,2,2,7.4205723,2.8896148
train,/content/bostongene_project/image_classification_project/data/processed/train/Naturalism/charles-tunnicliffe_puffin-colony.jpg,4,Naturalism,3,4,3,4.9170074,1.2801138,2,2,7.3823705,2.9517636
train,/content/bostongene_project/image_classification_project/data/processed/train/Naturalism/charles-tunnicliffe_ring-neck-pheasants.jpg,4,Naturalism,3,4,3,4.761948,0.7246045,2,2,7.687158,2.5428479
train,/content/bostongene_project/image_classification_project/data/processed/train/Naturalism/charles-tunnicliffe_ringed-plovers.jpg,4,Naturalism,3,4,3,4.871157,1.0863739,2,2,7.631128,2.769807
train,/content/bostongene_project/image_classification_project/data/processed/train/Naturalism/charles-tunnicliffe_sandwich-terns.jpg,4,Naturalism,3,4,3,4.888261,1.1056113,2,2,7.532366,2.773633
train,/content/bostongene_project/image_classification_project/data/processed/train/Naturalism/charles-tunnicliffe_short-eared-owl.jpg,4,Naturalism,3,4,3,4.8998103,1.1171925,2,2,7.634104,2.7036917
train,/content/bostongene_project/image_classification_project/data/processed/train/Naturalism/charles-tunnicliffe_snowy-owl.jpg,4,Naturalism,3,4,3,4.786181,0.9079579,2,2,7.418817,2.8774135
train,/content/bostongene_project/image_classification_project/data/processed/train/Naturalism/charles-tunnicliffe_sparring-cockerels.jpg,4,Naturalism,3,4,3,4.842028,1.2568768,2,2,7.262913,2.9611423
train,/content/bostongene_project/image_classification_project/data/processed/train/Naturalism/charles-tunnicliffe_storm-petrels.jpg,4,Naturalism,3,4,3,4.7897058,0.77517533,2,2,7.713241,2.8004656
train,/content/bostongene_project/image_classification_project/data/processed/train/Naturalism/charles-tunnicliffe_teal.jpg,4,Naturalism,3,4,3,4.707452,1.4380581,2,2,7.091157,2.802828
train,/content/bostongene_project/image_classification_project/data/processed/train/Naturalism/charles-tunnicliffe_the-rivals.jpg,4,Naturalism,7,3,7,-0.014578605,1.9853324,7,7,3.9573362,-1.5008115
train,/content/bostongene_project/image_classification_project/data/processed/train/Naturalism/charles-tunnicliffe_waterfowl.jpg,4,Naturalism,7,2,7,-2.9348269,2.0303972,7,7,-0.66197854,-0.7619455
train,/content/bostongene_project/image_classification_project/data/processed/train/Naturalism/charles-tunnicliffe_white-turkey.jpg,4,Naturalism,3,4,3,4.3121676,1.4377028,5,5,7.1248503,2.7725713
train,/content/bostongene_project/image_classification_project/data/processed/train/Naturalism/charles-tunnicliffe_whoopers-touching-down.jpg,4,Naturalism,3,4,3,4.5376344,0.66737103,2,2,7.419684,2.735502
train,/content/bostongene_project/image_classification_project/data/processed/train/Naturalism/columbano-bordalo-pinheiro_o-ser-o-1880.jpg,4,Naturalism,2,7,2,0.8666752,2.6546686,6,6,2.0672421,0.8324443
train,/content/bostongene_project/image_classification_project/data/processed/train/Naturalism/columbano-bordalo-pinheiro_retrato-de-m-cristina-bordalo-pinheiro-1912.jpg,4,Naturalism,5,1,5,2.70209,-0.81240314,7,7,4.520346,0.078202
train,/content/bostongene_project/image_classification_project/data/processed/train/Naturalism/columbano-bordalo-pinheiro_the-lion-s-group-1885.jpg,4,Naturalism,2,7,2,1.1470412,-0.994897,7,7,2.9694653,0.68889856
train,/content/bostongene_project/image_classification_project/data/processed/train/Naturalism/helene-schjerfbeck_girl-reading-1904.jpg,4,Naturalism,7,2,7,-0.34909657,-0.052345105,0,0,0.45786673,0.39292607
train,/content/bostongene_project/image_classification_project/data/processed/train/Naturalism/helene-schjerfbeck_portrait-of-a-child-1883.jpg,4,Naturalism,5,3,5,2.0958414,-0.40993866,7,7,3.5998962,0.06892762
train,/content/bostongene_project/image_classification_project/data/processed/train/Naturalism/helene-schjerfbeck_portrait-of-a-girl-1887.jpg,4,Naturalism,5,1,5,2.9972556,-1.1796212,7,7,5.535375,-0.6244474
train,/content/bostongene_project/image_classification_project/data/processed/train/Naturalism/helene-schjerfbeck_the-neck-of-a-little-girl.jpg,4,Naturalism,7,2,7,-0.70594937,2.2291632,4,4,-0.8305453,0.13367091
train,/content/bostongene_project/image_classification_project/data/processed/train/Naturalism/henrique-pousao_cansada-1882.jpg,4,Naturalism,4,7,4,-0.7972501,-0.6454219,3,3,2.8073,0.9969323
train,/content/bostongene_project/image_classification_project/data/processed/train/Naturalism/henrique-pousao_cecilia-1882.jpg,4,Naturalism,5,1,5,2.0838878,-0.73897445,0,0,4.627462,0.44393867
train,/content/bostongene_project/image_classification_project/data/processed/train/Naturalism/henrique-pousao_napolitana-1882.jpg,4,Naturalism,2,7,2,-0.7124742,-0.45645297,7,7,3.2060618,1.1961589
train,/content/bostongene_project/image_classification_project/data/processed/train/Naturalism/henrique-pousao_velha-a-dobar-1881.jpg,4,Naturalism,2,7,2,-0.2302211,-0.62124634,7,7,2.384338,0.7623765
train,/content/bostongene_project/image_classification_project/data/processed/train/Naturalism/jock-macdonald_lake-o-hara-1941.jpg,4,Naturalism,5,1,5,1.7389166,0.78304553,6,6,4.796958,1.2958097
train,/content/bostongene_project/image_classification_project/data/processed/train/Naturalism/jose-malhoa_a-sesta-1909.jpg,4,Naturalism,5,1,5,1.7270747,0.78968143,7,7,5.1593204,0.9002779
train,/content/bostongene_project/image_classification_project/data/processed/train/Naturalism/jose-malhoa_clara-1918.jpg,4,Naturalism,1,2,1,-1.5765432,1.5861664,4,4,-0.18498535,1.0445433
train,/content/bostongene_project/image_classification_project/data/processed/train/Naturalism/jose-malhoa_o-emigrante.jpg,4,Naturalism,1,0,1,-1.6146775,1.735576,4,4,-0.26203027,2.2934358
train,/content/bostongene_project/image_classification_project/data/processed/train/Naturalism/jose-malhoa_o-fado-1910.jpg,4,Naturalism,5,1,5,3.2199588,-0.103300646,7,7,5.8456373,0.8225385
train,/content/bostongene_project/image_classification_project/data/processed/train/Naturalism/jose-malhoa_the-artist-s-studio-1894.jpg,4,Naturalism,5,7,5,2.278574,-0.6361042,7,7,4.2486935,-0.4983184
train,/content/bostongene_project/image_classification_project/data/processed/train/Naturalism/jose-malhoa_the-bakers-a-market-in-figueir-1898.jpg,4,Naturalism,4,5,4,0.3257038,2.802511,6,6,1.3818573,1.878717
train,/content/bostongene_project/image_classification_project/data/processed/train/Naturalism/jose-malhoa_tickling-1904.jpg,4,Naturalism,4,6,4,2.024027,1.8338971,6,6,2.5502322,2.4282384
train,/content/bostongene_project/image_classification_project/data/processed/train/Naturalism/jose-malhoa_um-compasso-dif-cil-li-o-de-violino-1895.jpg,4,Naturalism,6,5,6,-1.1659529,3.9377792,1,1,-1.8043267,2.4341722
train,/content/bostongene_project/image_classification_project/data/processed/train/Naturalism/lovis-corinth_in-the-slaughter-house-1893.jpg,4,Naturalism,5,1,5,1.8200035,-1.1058826,7,7,4.275372,1.1044359
train,/content/bostongene_project/image_classification_project/data/processed/train/Naturalism/lovis-corinth_mother-and-child-1906.jpg,4,Naturalism,2,3,2,2.418891,-1.2834455,7,7,4.554993,-0.7429421
train,/content/bostongene_project/image_classification_project/data/processed/train/Naturalism/lovis-corinth_the-artist-and-his-family-1909.jpg,4,Naturalism,2,3,2,2.3528469,-1.1792555,7,7,3.0803614,-0.16235517
train,/content/bostongene_project/image_classification_project/data/processed/train/Naturalism/lovis-corinth_the-harem-1904.jpg,4,Naturalism,4,3,4,-0.38819283,-0.3620956,0,0,2.1936157,-0.9204886
train,/content/bostongene_project/image_classification_project/data/processed/train/Naturalism/marianne-north_a-bornean-crinum-1876.jpg,4,Naturalism,7,2,7,-0.10323385,-0.34862757,0,0,1.0206105,-1.4195406
train,/content/bostongene_project/image_classification_project/data/processed/train/Naturalism/marianne-north_a-bornean-pitcher-plant-sarawak-borneo-1876.jpg,4,Naturalism,2,7,2,0.86836225,-0.9915981,0,0,2.6668816,0.6256753
train,/content/bostongene_project/image_classification_project/data/processed/train/Naturalism/marianne-north_a-darjeeling-oak-festooned-with-a-climber-1878.jpg,4,Naturalism,5,1,5,0.74687225,-0.6786794,0,0,2.6707785,-1.6987399
train,/content/bostongene_project/image_classification_project/data/processed/train/Naturalism/marianne-north_a-piece-of-sugar-cane-1870.jpg,4,Naturalism,2,2,2,-0.78928,0.98515576,4,4,0.7229931,0.985183
train,/content/bostongene_project/image_classification_project/data/processed/train/Naturalism/marianne-north_a-sand-binding-plant-of-tropical-shores.jpg,4,Naturalism,2,7,2,-0.6598796,0.6557189,0,0,1.2022877,0.91332614
train,/content/bostongene_project/image_classification_project/data/processed/train/Naturalism/marianne-north_armed-bird-s-nest-in-acacia-bush-chile.jpg,4,Naturalism,7,2,7,-0.26810095,-0.3795951,0,0,0.17568737,0.3585098
train,/content/bostongene_project/image_classification_project/data/processed/train/Naturalism/marianne-north_australian-spear-lily-and-an-acacia-1880.jpg,4,Naturalism,5,1,5,2.4548218,-0.029278446,0,0,3.124279,-1.5780079
train,/content/bostongene_project/image_classification_project/data/processed/train/Naturalism/marianne-north_avenue-of-indian-rubber-trees-at-peradeniya-ceylon-1877.jpg,4,Naturalism,2,3,2,1.9038706,-0.018995607,0,0,2.7119424,-0.9765813
train,/content/bostongene_project/image_classification_project/data/processed/train/Naturalism/marianne-north_banana-american-aloe-and-cypress-in-a-garden-java-1876.jpg,4,Naturalism,4,3,4,0.6518918,-0.9481122,0,0,2.3897107,-1.8146751
train,/content/bostongene_project/image_classification_project/data/processed/train/Naturalism/marianne-north_brazilian-orchids.jpg,4,Naturalism,2,7,2,1.2258221,-0.3381407,0,0,3.1570272,-0.48414022
train,/content/bostongene_project/image_classification_project/data/processed/train/Naturalism/marianne-north_buphane-toxicara-and-other-flowers-of-grahamstown.jpg,4,Naturalism,2,7,2,1.7014258,-0.13385503,0,0,2.486065,-0.45481417
train,/content/bostongene_project/image_classification_project/data/processed/train/Naturalism/marianne-north_burning-bush-and-emu-wren-of-chili-1880.jpg,4,Naturalism,5,1,5,1.0032516,-0.83595294,0,0,2.9302478,-1.540506
train,/content/bostongene_project/image_classification_project/data/processed/train/Naturalism/marianne-north_carnivorous-flower.jpg,4,Naturalism,2,3,2,0.93480766,-0.5503279,0,0,2.39296,-1.8543122
train,/content/bostongene_project/image_classification_project/data/processed/train/Naturalism/marianne-north_common-tobacco.jpg,4,Naturalism,5,3,5,0.9643997,-0.5844717,0,0,2.7373345,-1.681589
train,/content/bostongene_project/image_classification_project/data/processed/train/Naturalism/marianne-north_custard-apple-native-gooseberry-of-sarawak-and-leaf-locust-1878.jpg,4,Naturalism,7,7,7,0.34267372,0.6579314,0,0,1.5039393,-0.5875701
train,/content/bostongene_project/image_classification_project/data/processed/train/Naturalism/marianne-north_durian-fruit-from-a-large-tree-sarawak-borneo-1876.jpg,4,Naturalism,2,3,2,1.5791363,-0.2872064,0,0,2.9667382,-0.7935016
train,/content/bostongene_project/image_classification_project/data/processed/train/Naturalism/marianne-north_female-coco-de-mer-bearing-fruit-covered-with-small-green-lizards.jpg,4,Naturalism,2,7,2,0.7415749,-0.38967583,0,0,2.347846,-1.3538259
train,/content/bostongene_project/image_classification_project/data/processed/train/Naturalism/marianne-north_flor-de-pascua-or-easter-flower-at-morro-velho-brazil-1873.jpg,4,Naturalism,5,1,5,1.3205302,-0.7293156,0,0,3.053875,-1.6801305
train,/content/bostongene_project/image_classification_project/data/processed/train/Naturalism/marianne-north_flor-imperiale-coral-snake-and-spider-brazil-1873.jpg,4,Naturalism,2,7,2,0.76854384,-0.068719454,7,7,2.2994487,-0.46639305
train,/content/bostongene_project/image_classification_project/data/processed/train/Naturalism/marianne-north_flowers-and-fruit-of-the-jamboa-boll-java-1876.jpg,4,Naturalism,5,1,5,1.2034011,-0.80796534,0,0,3.0033317,-1.6798725
train,/content/bostongene_project/image_classification_project/data/processed/train/Naturalism/marianne-north_flowers-and-fruit-of-the-maricojas-passion-flower-brazil-1873.jpg,4,Naturalism,4,7,4,0.5510106,-0.6479706,0,0,2.3160825,-1.8716118
train,/content/bostongene_project/image_classification_project/data/processed/train/Naturalism/marianne-north_flowers-cultivated-in-the-botanic-garden-rio-janeiro-brazil.jpg,4,Naturalism,2,7,2,0.37603545,-0.37088192,0,0,1.9177303,-0.7123645
train,/content/bostongene_project/image_classification_project/data/processed/train/Naturalism/marianne-north_flowers-of-a-coral-tree-and-king-of-the-flycatchers-brazil.jpg,4,Naturalism,4,7,4,-0.22861157,-1.0896337,6,6,1.8518965,1.4080442
train,/content/bostongene_project/image_classification_project/data/processed/train/Naturalism/marianne-north_flowers-of-a-west-australian-shrub-and-kangaroo-feet-1880.jpg,4,Naturalism,4,6,4,-0.09918533,-0.8036161,6,6,0.86009306,-0.8575991
train,/content/bostongene_project/image_classification_project/data/processed/train/Naturalism/marianne-north_flowers-of-jasmine-mango-or-frangipani-brazil-1873.jpg,4,Naturalism,3,3,3,2.7424116,-0.5870374,7,7,4.072038,-1.1538817
train,/content/bostongene_project/image_classification_project/data/processed/train/Naturalism/marianne-north_flowers-of-the-pomegranate-painted-in-teneriffe.jpg,4,Naturalism,5,3,5,1.2578069,-0.58654016,0,0,3.0493011,-1.5096714
train,/content/bostongene_project/image_classification_project/data/processed/train/Naturalism/marianne-north_foliage-and-flowers-of-a-madagascar-tree.jpg,4,Naturalism,7,3,7,0.877587,0.11969346,0,0,2.2349281,-1.1212279
train,/content/bostongene_project/image_classification_project/data/processed/train/Naturalism/marianne-north_foliage-flowers-and-fruit-of-a-common-indian-forest-tree.jpg,4,Naturalism,7,2,7,-0.16633351,-0.74834776,0,0,1.3425188,-1.3525387
train,/content/bostongene_project/image_classification_project/data/processed/train/Naturalism/marianne-north_foliage-flowers-and-fruit-of-a-variety-of-guava.jpg,4,Naturalism,2,7,2,0.13850126,0.37207878,0,0,2.9987895,-0.5311136
train,/content/bostongene_project/image_classification_project/data/processed/train/Naturalism/marianne-north_foliage-flowers-and-seed-vessels-of-cotton-and-fruit-of-star-apple-jamaica-1872.jpg,4,Naturalism,7,7,7,1.0458452,1.182573,0,0,1.6162107,-1.5106273
train,/content/bostongene_project/image_classification_project/data/processed/train/Naturalism/marianne-north_giant-everlasting-and-protea-on-the-hills-near-port-elizabeth-1882.jpg,4,Naturalism,7,2,7,-0.124271505,-0.5419174,0,0,0.70521086,-0.58646846
train,/content/bostongene_project/image_classification_project/data/processed/train/Naturalism/marianne-north_olearia-argophylla-1880.jpg,4,Naturalism,5,3,5,2.1234596,-0.0011093223,0,0,2.6513362,-1.3685673
train,/content/bostongene_project/image_classification_project/data/processed/train/Naturalism/marianne-north_orchids.jpg,4,Naturalism,2,7,2,0.95354295,-0.3806747,0,0,2.3746552,-1.7990453
train,/content/bostongene_project/image_classification_project/data/processed/train/Naturalism/marianne-north_possum-up-a-gum-tree-1880.jpg,4,Naturalism,2,7,2,0.022201445,0.56412876,7,7,1.997357,0.13864459
train,/content/bostongene_project/image_classification_project/data/processed/train/Naturalism/marianne-north_red-water-lily-of-southern-india-1878.jpg,4,Naturalism,5,7,5,1.5118219,-0.25139093,0,0,3.1713784,-0.81500614
train,/content/bostongene_project/image_classification_project/data/processed/train/Naturalism/marianne-north_ripe-fruit-of-a-screw-pine-and-a-sprig-of-sandal-wood-1870.jpg,4,Naturalism,2,7,2,1.4264421,-0.7495207,0,0,3.2200556,-0.706758
train,/content/bostongene_project/image_classification_project/data/processed/train/Naturalism/marianne-north_seychelles-pitcher-plant-and-bilimb-marron-1883.jpg,4,Naturalism,2,7,2,1.2455939,-0.47149792,0,0,3.1067975,-0.62997776
train,/content/bostongene_project/image_classification_project/data/processed/train/Naturalism/marianne-north_specimens-of-the-coquito-palm-of-chile-in-camden-park-new-south-wales-1880.jpg,4,Naturalism,7,2,7,0.58484834,1.9049698,0,0,0.3288853,-0.30542132
train,/content/bostongene_project/image_classification_project/data/processed/train/Naturalism/marianne-north_strelitzia-and-sugar-birds-south-africa-1882.jpg,4,Naturalism,4,3,4,0.42635635,-0.66733426,0,0,1.6195062,-1.5772171
train,/content/bostongene_project/image_classification_project/data/processed/train/Naturalism/marianne-north_tea-drying-in-mr-h-lle-s-establishment-java-1876.jpg,4,Naturalism,4,6,4,1.2094077,2.269999,6,6,1.5650674,1.7974554
train,/content/bostongene_project/image_classification_project/data/processed/train/Naturalism/marianne-north_the-aqueduct-of-morro-velho-brazil-1873.jpg,4,Naturalism,7,2,7,-0.12605095,-0.61261314,0,0,0.7595001,-1.455952
train,/content/bostongene_project/image_classification_project/data/processed/train/Naturalism/marianne-north_the-mariposa-grove-of-big-trees-california-1875.jpg,4,Naturalism,5,7,5,1.187107,0.25721252,7,7,2.2540722,-0.42675123
train,/content/bostongene_project/image_classification_project/data/processed/train/Naturalism/marianne-north_the-south-african-doornboom-and-fingo-huts-1882.jpg,4,Naturalism,7,2,7,0.76182467,2.0851946,0,0,0.033112053,0.5531513
train,/content/bostongene_project/image_classification_project/data/processed/train/Naturalism/marianne-north_the-taj-mahal-at-agra-north-west-india-1878.jpg,4,Naturalism,4,6,4,1.8265867,2.0062633,6,6,3.808093,2.141261
train,/content/bostongene_project/image_classification_project/data/processed/train/Naturalism/marianne-north_the-wild-tamarind-of-jamaica-with-scarlet-pod-and-barbet-1872.jpg,4,Naturalism,4,7,4,0.355755,-0.76275784,0,0,2.1902196,-1.4199969
train,/content/bostongene_project/image_classification_project/data/processed/train/Naturalism/marianne-north_trees-laden-with-parasites-and-epiphytes-in-a-brazilian-garden-1873.jpg,4,Naturalism,5,1,5,1.8568043,-0.34284648,0,0,3.6485078,-0.20667608
train,/content/bostongene_project/image_classification_project/data/processed/train/Naturalism/marianne-north_two-flowering-shrubs-of-natal-and-a-trogon-1882.jpg,4,Naturalism,7,2,7,0.019762728,-0.60325503,0,0,1.0343748,-1.2659229
train,/content/bostongene_project/image_classification_project/data/processed/train/Naturalism/marianne-north_two-swamp-plants-of-java-in-flower-1876.jpg,4,Naturalism,4,6,4,-0.00447158,-1.0322747,0,0,1.512823,-1.4925601
train,/content/bostongene_project/image_classification_project/data/processed/train/Naturalism/marianne-north_view-from-the-istana-sarawak-borneo-1876.jpg,4,Naturalism,7,2,7,0.5207941,1.7220539,0,0,0.6292599,0.13941607
train,/content/bostongene_project/image_classification_project/data/processed/train/Naturalism/marianne-north_view-of-mount-earnshaw-from-the-island-in-lake-wakatipe-new-zealand-1880.jpg,4,Naturalism,7,6,7,1.5625323,1.8622837,6,6,1.2258502,-1.4062467
train,/content/bostongene_project/image_classification_project/data/processed/train/Naturalism/marianne-north_wild-flowers-of-ceres-south-africa-1882.jpg,4,Naturalism,2,3,2,2.1128192,-0.5074331,0,0,3.9045968,-1.1163583
train,/content/bostongene_project/image_classification_project/data/processed/train/Naturalism/marianne-north_yellow-bignonia-and-swallow-tail-butterflies-with-a-view-of-congonhas-brazil.jpg,4,Naturalism,7,2,7,-0.17472252,-0.18936475,0,0,0.33646053,0.16905074
train,/content/bostongene_project/image_classification_project/data/processed/train/Naturalism/richard-friese_a-horseback-ride-1900.jpg,4,Naturalism,7,2,7,0.6593959,2.2120728,6,6,-0.04646424,-0.11415425
train,/content/bostongene_project/image_classification_project/data/processed/train/Naturalism/richard-friese_alces-alces.jpg,4,Naturalism,0,0,0,-3.178603,2.5564482,3,3,-0.36701444,4.3124456
train,/content/bostongene_project/image_classification_project/data/processed/train/Naturalism/richard-friese_browsing-moose.jpg,4,Naturalism,2,7,2,-0.9712356,0.18106419,0,0,1.7017038,1.1903979
train,/content/bostongene_project/image_classification_project/data/processed/train/Naturalism/richard-friese_lion.jpg,4,Naturalism,7,6,7,1.5118351,1.775559,6,6,0.5585358,-0.95007056
train,/content/bostongene_project/image_classification_project/data/processed/train/Naturalism/richard-friese_reed-harvest-1900.jpg,4,Naturalism,7,2,7,-0.12258737,2.307728,4,4,-0.57212985,-0.7884242
train,/content/bostongene_project/image_classification_project/data/processed/train/Naturalism/richard-friese_the-tiger-1890.jpg,4,Naturalism,4,6,4,1.6824995,2.2754085,6,6,1.9244496,2.4366283
